36145	101752751	Panevezys		locality	1
36209	101752751	Panevezys		locality	3
36211	101752751	Panevezys		locality	1
36220	101752751	Panevezys		locality	1
36229	101752751	Panevezys		locality	1
36237	101752751	Panevezys		locality	1
37131	101752751	Panevezys		locality	1
37189	101752751	Panevezys		locality	4
37358	101752751	Panevezys		locality	2
37374	101752751	Panevezys		locality	1
37383	101752751	Panevezys		locality	1
37463	101752751	Panevezys		locality	1
39104	101818119	Pasvalys		locality	18
39105	101818119	Pasvalys		locality	3
39106	101818119	Pasvalys		locality	1
39118	101818119	Pasvalys		locality	1
39122	101818119	Pasvalys		locality	9
39124	101818119	Pasvalys		locality	14
39143	101818119	Pasvalys		locality	11
39145	101818119	Pasvalys		locality	2
39147	101818119	Pasvalys		locality	1
39149	101818119	Pasvalys		locality	1
39460	101818119	Pasvalys		locality	2
40109	101818095	Kupiškis		locality	1
40112	101818095	Kupiškis		locality	17
40115	101818095	Kupiškis		locality	20
40117	101818095	Kupiškis		locality	4
40130	101818095	Kupiškis		locality	1
41109	101818135	Biržai		locality	14
41110	101818135	Biržai		locality	163
41111	101818135	Biržai		locality	7
41114	101818135	Biržai		locality	13
41115	101818135	Biržai		locality	2
41146	101818135	Biržai		locality	1
41155	101818135	Biržai		locality	4
41156	101818135	Biržai		locality	41
41162	101818135	Biržai		locality	6
41163	101818135	Biržai		locality	4
41171	101818135	Biržai		locality	2
41175	101818135	Biržai		locality	3
41318	101818133	Vabalninkas		locality	2
41382	1125788897	Pabirze		locality	14
41383	1125788897	Pabirze		locality	1
42001	101818127	Rokiškis		locality	1
42110	101818127	Rokiškis		locality	1
42115	101818127	Rokiškis		locality	3
42116	101818127	Rokiškis		locality	1
42117	101818127	Rokiškis		locality	1
42129	101818127	Rokiškis		locality	1
42130	101818127	Rokiškis		locality	1
42133	101818127	Rokiškis		locality	1
42135	101818127	Rokiškis		locality	4
42136	101818127	Rokiškis		locality	3
42142	101818127	Rokiškis		locality	2
42150	101818127	Rokiškis		locality	1
42151	101818127	Rokiškis		locality	1
42152	101818127	Rokiškis		locality	1
42162	101818127	Rokiškis		locality	2
42163	101818127	Rokiškis		locality	3
42164	101818127	Rokiškis		locality	2
42209	101818129	Obeliai		locality	2
42213	101818129	Obeliai		locality	1
42214	101818129	Obeliai		locality	1
42216	101818129	Obeliai		locality	3
42222	101818129	Obeliai		locality	2
42365	101818123	Pandėlys		locality	2
42370	101818123	Pandėlys		locality	1
42454	101818121	Juodupė		locality	1
42467	101818121	Juodupė		locality	2
44029	101752745	Kaunas		locality	2
44136	101752745	Kaunas		locality	1
44140	101752745	Kaunas		locality	4
44156	101752745	Kaunas		locality	1
44157	101752745	Kaunas		locality	1
44162	101752745	Kaunas		locality	1
44181	101752745	Kaunas		locality	3
44202	101752745	Kaunas		locality	1
44210	101752745	Kaunas		locality	7
44211	101752745	Kaunas		locality	3
44213	101752745	Kaunas		locality	2
44229	101752745	Kaunas		locality	1
44237	101752745	Kaunas		locality	2
44238	101752745	Kaunas		locality	2
44239	101752745	Kaunas		locality	3
44240	101752745	Kaunas		locality	3
44245	101752745	Kaunas		locality	1
44248	101752745	Kaunas		locality	3
44249	101752745	Kaunas		locality	1
44250	101752745	Kaunas		locality	8
44251	101752745	Kaunas		locality	2
44253	101752745	Kaunas		locality	1
44254	101752745	Kaunas		locality	5
44261	101752745	Kaunas		locality	1
44262	101752745	Kaunas		locality	2
44263	101752745	Kaunas		locality	1
44269	101752745	Kaunas		locality	2
44275	101752745	Kaunas		locality	1
44279	101752745	Kaunas		locality	12
44280	101752745	Kaunas		locality	3
44286	101752745	Kaunas		locality	2
44287	101752745	Kaunas		locality	3
44288	101752745	Kaunas		locality	1
44290	101752745	Kaunas		locality	1
44291	101752745	Kaunas		locality	1
44297	101752745	Kaunas		locality	1
44299	101752745	Kaunas		locality	1
44306	101752745	Kaunas		locality	1
44307	101752745	Kaunas		locality	1
44309	101752745	Kaunas		locality	2
44310	101752745	Kaunas		locality	2
44311	101752745	Kaunas		locality	2
44312	101752745	Kaunas		locality	1
44313	101752745	Kaunas		locality	4
44322	101752745	Kaunas		locality	2
44328	101752745	Kaunas		locality	1
44331	101752745	Kaunas		locality	1
44334	101752745	Kaunas		locality	1
44351	101752745	Kaunas		locality	1
44352	101752745	Kaunas		locality	1
44354	101752745	Kaunas		locality	1
44355	101752745	Kaunas		locality	2
44403	101752745	Kaunas		locality	1
44405	101752745	Kaunas		locality	1
45012	101752745	Kaunas		locality	1
45110	101752745	Kaunas		locality	1
45130	101752745	Kaunas		locality	1
45212	101752745	Kaunas		locality	3
45217	101752745	Kaunas		locality	2
45219	101752745	Kaunas		locality	4
45220	101752745	Kaunas		locality	3
45226	101752745	Kaunas		locality	3
45229	101752745	Kaunas		locality	2
45240	101752745	Kaunas		locality	1
45251	101752745	Kaunas		locality	2
45256	101752745	Kaunas		locality	1
45257	101752745	Kaunas		locality	1
45261	101752745	Kaunas		locality	1
45262	101752745	Kaunas		locality	1
45263	101752745	Kaunas		locality	1
45264	101752745	Kaunas		locality	2
45266	101752745	Kaunas		locality	1
45267	101752745	Kaunas		locality	1
45292	101752745	Kaunas		locality	1
45303	101752745	Kaunas		locality	12
45366	101752745	Kaunas		locality	1
45390	101752745	Kaunas		locality	1
46271	101752745	Kaunas		locality	1
46275	101752745	Kaunas		locality	1
46326	101752745	Kaunas		locality	1
46333	101752745	Kaunas		locality	1
46335	101752745	Kaunas		locality	3
46336	101752745	Kaunas		locality	6
46339	101752745	Kaunas		locality	4
46343	101752745	Kaunas		locality	2
46344	101752745	Kaunas		locality	1
46345	101752745	Kaunas		locality	7
46346	101752745	Kaunas		locality	2
46347	101752745	Kaunas		locality	2
46348	101752745	Kaunas		locality	1
46349	101752745	Kaunas		locality	7
46350	101752745	Kaunas		locality	1
46351	101752745	Kaunas		locality	7
46352	101752745	Kaunas		locality	4
46353	101752745	Kaunas		locality	5
46354	101752745	Kaunas		locality	1
46355	101752745	Kaunas		locality	1
46359	101752745	Kaunas		locality	3
46360	101752745	Kaunas		locality	2
46361	101752745	Kaunas		locality	1
46366	101752745	Kaunas		locality	1
46368	101752745	Kaunas		locality	1
46376	101752745	Kaunas		locality	1
46386	101752745	Kaunas		locality	1
46391	101752745	Kaunas		locality	9
46393	101752745	Kaunas		locality	1
46397	101752745	Kaunas		locality	1
46399	101752745	Kaunas		locality	2
46403	101752745	Kaunas		locality	2
46404	101752745	Kaunas		locality	30
46407	101752745	Kaunas		locality	1
46412	101752745	Kaunas		locality	1
46479	101752745	Kaunas		locality	5
46498	101752745	Kaunas		locality	1
47015	101752745	Kaunas		locality	1
47101	101752745	Kaunas		locality	1
47116	101752745	Kaunas		locality	1
47135	101752745	Kaunas		locality	1
47143	101752745	Kaunas		locality	1
47174	101752745	Kaunas		locality	2
47180	101752745	Kaunas		locality	2
47181	101752745	Kaunas		locality	1
47182	101752745	Kaunas		locality	1
47185	101752745	Kaunas		locality	1
47186	101752745	Kaunas		locality	1
47192	101752745	Kaunas		locality	2
47221	101752745	Kaunas		locality	2
47241	101752745	Kaunas		locality	19
47246	101752745	Kaunas		locality	23
47338	101752745	Kaunas		locality	4
47435	101752745	Kaunas		locality	1
47446	101752745	Kaunas		locality	1
47468	101752745	Kaunas		locality	2
47488	101752745	Kaunas		locality	2
47491	101752745	Kaunas		locality	1
47492	101752745	Kaunas		locality	14
48001	101752745	Kaunas		locality	1
48009	101752745	Kaunas		locality	2
48125	101752745	Kaunas		locality	1
48126	101752745	Kaunas		locality	1
48128	101752745	Kaunas		locality	1
48131	101752745	Kaunas		locality	1
48165	101752745	Kaunas		locality	1
48182	101752745	Kaunas		locality	2
48184	101752745	Kaunas		locality	1
48202	101752745	Kaunas		locality	1
48220	101752745	Kaunas		locality	1
48223	101752745	Kaunas		locality	1
48233	101752745	Kaunas		locality	1
48255	101752745	Kaunas		locality	1
48303	101752745	Kaunas		locality	1
48308	101752745	Kaunas		locality	7
48311	101752745	Kaunas		locality	1
48373	101752745	Kaunas		locality	1
48403	101752745	Kaunas		locality	1
48415	101752745	Kaunas		locality	1
48416	101752745	Kaunas		locality	2
48417	101752745	Kaunas		locality	1
48418	101752745	Kaunas		locality	3
48421	101752745	Kaunas		locality	3
48422	101752745	Kaunas		locality	2
48423	101752745	Kaunas		locality	41
48425	101752745	Kaunas		locality	7
48428	101752745	Kaunas		locality	1
49106	101752745	Kaunas		locality	1
49107	101752745	Kaunas		locality	1
49117	101752745	Kaunas		locality	1
49159	101752745	Kaunas		locality	1
49161	101752745	Kaunas		locality	1
49188	101752745	Kaunas		locality	1
49199	101752745	Kaunas		locality	1
49237	101752745	Kaunas		locality	1
49241	101752745	Kaunas		locality	2
49242	101752745	Kaunas		locality	3
49280	101752745	Kaunas		locality	1
49489	101752745	Kaunas		locality	1
50009	101752745	Kaunas		locality	2
50106	101752745	Kaunas		locality	1
50120	101752745	Kaunas		locality	1
50122	101752745	Kaunas		locality	3
50124	101752745	Kaunas		locality	1
50126	101752745	Kaunas		locality	1
50127	101752745	Kaunas		locality	2
50128	101752745	Kaunas		locality	3
50129	101752745	Kaunas		locality	2
50130	101752745	Kaunas		locality	3
50131	101752745	Kaunas		locality	37
50132	101752745	Kaunas		locality	1
50140	101752745	Kaunas		locality	1
50148	101752745	Kaunas		locality	5
50153	101752745	Kaunas		locality	1
50157	101752745	Kaunas		locality	2
50169	101752745	Kaunas		locality	2
50175	101752745	Kaunas		locality	13
50176	101752745	Kaunas		locality	2
50201	101752745	Kaunas		locality	1
50234	101752745	Kaunas		locality	1
50242	101752745	Kaunas		locality	2
50250	101752745	Kaunas		locality	1
50264	101752745	Kaunas		locality	1
50295	101752745	Kaunas		locality	1
50300	101752745	Kaunas		locality	1
50362	101752745	Kaunas		locality	1
50381	101752745	Kaunas		locality	3
50389	101752745	Kaunas		locality	1
50390	101752745	Kaunas		locality	3
50391	101752745	Kaunas		locality	1
50393	101752745	Kaunas		locality	2
50394	101752745	Kaunas		locality	1
50395	101752745	Kaunas		locality	1
50396	101752745	Kaunas		locality	2
50397	101752745	Kaunas		locality	1
50398	101752745	Kaunas		locality	2
50399	101752745	Kaunas		locality	2
50400	101752745	Kaunas		locality	1
50402	101752745	Kaunas		locality	1
50422	101752745	Kaunas		locality	1
50427	101752745	Kaunas		locality	1
50434	101752745	Kaunas		locality	2
50457	101752745	Kaunas		locality	2
50458	101752745	Kaunas		locality	1
50459	101752745	Kaunas		locality	1
50460	101752745	Kaunas		locality	2
50461	101752745	Kaunas		locality	2
50462	101752745	Kaunas		locality	1
50464	101752745	Kaunas		locality	3
50465	101752745	Kaunas		locality	1
51152	101752745	Kaunas		locality	1
51180	101752745	Kaunas		locality	2
51183	101752745	Kaunas		locality	2
51207	101752745	Kaunas		locality	1
51211	101752745	Kaunas		locality	1
51223	101752745	Kaunas		locality	1
51228	101752745	Kaunas		locality	1
51270	101752745	Kaunas		locality	1
51273	101752745	Kaunas		locality	2
51274	101752745	Kaunas		locality	2
51275	101752745	Kaunas		locality	2
51276	101752745	Kaunas		locality	2
51277	101752745	Kaunas		locality	3
51278	101752745	Kaunas		locality	1
51279	101752745	Kaunas		locality	2
51280	101752745	Kaunas		locality	5
51281	101752745	Kaunas		locality	3
51282	101752745	Kaunas		locality	1
51283	101752745	Kaunas		locality	1
51284	101752745	Kaunas		locality	3
51285	101752745	Kaunas		locality	2
51290	101752745	Kaunas		locality	1
51305	101752745	Kaunas		locality	1
51353	101752745	Kaunas		locality	1
51364	101752745	Kaunas		locality	1
51378	101752745	Kaunas		locality	1
51379	101752745	Kaunas		locality	4
51423	101752745	Kaunas		locality	1
51432	101752745	Kaunas		locality	51
51436	101752745	Kaunas		locality	1
51500	101752745	Kaunas		locality	2
52249	101752745	Kaunas		locality	1
52302	101752745	Kaunas		locality	2
52314	101752745	Kaunas		locality	1
52347	101752745	Kaunas		locality	1
52350	101752745	Kaunas		locality	2
52360	101752745	Kaunas		locality	1
52361	101752745	Kaunas		locality	1
52362	101752745	Kaunas		locality	1
52370	101752745	Kaunas		locality	2
52371	101752745	Kaunas		locality	1
52372	101752745	Kaunas		locality	1
52436	101752745	Kaunas		locality	3
53203	101817995	Garliava		locality	1
53230	101817995	Garliava		locality	1
53238	101817995	Garliava		locality	35
53258	101817995	Garliava		locality	2
53259	101817995	Garliava		locality	2
53270	101817995	Garliava		locality	1
54085	101817997	Karmėlava		locality	1
54127	1125805775	Raudondvaris		locality	1
54137	1125805775	Raudondvaris		locality	5
54138	1125805775	Raudondvaris		locality	1
54228	101817975	Vilkija		locality	2
54307	1125772463	Giraite		locality	1
54348	1125805687	Domeikava		locality	1
54358	1125805687	Domeikava		locality	16
54363	1125805687	Domeikava		locality	1
54447	101817997	Karmėlava		locality	24
54448	101817997	Karmėlava		locality	7
54449	101817997	Karmėlava		locality	27
54450	101817997	Karmėlava		locality	2
54451	101817997	Karmėlava		locality	8
54452	101817997	Karmėlava		locality	2
54453	101817997	Karmėlava		locality	24
54454	101817997	Karmėlava		locality	2
54456	101817997	Karmėlava		locality	1
54481	1125982309	Neveronys		locality	2
54483	1125982309	Neveronys		locality	1
54613	1125864165	Žasliai		locality	1
55101	101818023	Jonava		locality	19
55110	101818023	Jonava		locality	12
55111	101818023	Jonava		locality	36
55112	101818023	Jonava		locality	31
55113	101818023	Jonava		locality	23
55114	101818023	Jonava		locality	4
55115	101818023	Jonava		locality	53
55116	101818023	Jonava		locality	174
55117	101818023	Jonava		locality	123
55118	101818023	Jonava		locality	42
55119	101818023	Jonava		locality	6
55120	101818023	Jonava		locality	5
55121	101818023	Jonava		locality	5
55122	101818023	Jonava		locality	4
55123	101818023	Jonava		locality	1
55124	101818023	Jonava		locality	3
55125	101818023	Jonava		locality	3
55126	101818023	Jonava		locality	2
55127	101818023	Jonava		locality	2
55128	101818023	Jonava		locality	2
55129	101818023	Jonava		locality	2
55130	101818023	Jonava		locality	2
